"Marca.temporal","X1.1..Estás.de.acuerdo.en.responder.la.siguiente.encuesta.de.cafetería.en.Constitución.","X7.1.Reside.en.Constitución.o.es.visitante","X2.1..Consumes.café.","X2.2..Si.respondió.que.NO..no.responda...Cada.cuánto.consumes.café.al.interior.de.tu.domicilio.","X2.4..Visitas.cafeterías.","X2.6..Si.respondió.que.NO..no.responda..Con.qué.frecuencia.visitas.una.cafetería.","X2.5..Si.respondió.que.NO..pase.a.la.siguiente.sección...Dónde.sueles.ir.cuando.visitas.una.cafetería.","X2.3..Si.respondió.que.NO..pase.a.la.siguiente...Qué.tipo.de.café.consumes.","X3.2..Qué.aspectos.valoras.más.al.elegir.una.cafetería.","X2.7..Cuánto.está.dispuesto.a.pagar.al.consumir.en.una.cafetería.","X6.1..Estás.de.acuerdo.con.que.la.producción.de.los.pasteles.de.Pan.Canela.se.realice.en.una.extensión.de.fábrica.","X6.2..Te.gustaría.que.ciertos.productos.se.hicieran.a.la.vista.del.cliente.","X6.3..Te.gustaría.que.Pan.Canela.amplíe.su.carta.en.opciones.saladas.","X6.4.Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore.","X6.5..Te.gustaría.que.existiera.una.sucursal.de.Pan.Canela.cerca.de.la.playa.","X6.6..Si.respondió.que.NO..pase.a.la.siguiente.sección...Qué.te.gustaría.encontrar.en.la.carta.de.la.nueva.sucursal.","X6.7..Qué.formato.de.atención.te.gustaría.en.esta.sucursal.","X.Participa.o.le.gustaría.participar.en.talleres.actividades.de.Pan.Canela.","X.Qué.taller.te.gustaría.que.realizara.Pan.Canela.","X7.2..Qué.edad.tienes.","X7.3..Cuál.es.tu.género.","X7.4..Cuál.es.tu.ingreso.mensual.aproximado.","X5.1..Conoces.a.Pan.Canela.","X5.2..Si.respondió.que.NO..pase.a.la.siguiente..En.el.último.mes..Cuántas.veces.visitó.a.Pan.Canela.","X.Cómo.conoció.Pan.Canela.","X4.1..Qué.lo.motiva.principalmente.a.visitar.una.cafetería.","X4.2..Qué.medio.usa.para.elegir.una.cafetería.","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Precio.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Calidad.del.producto.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Servicio.y.atención.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Ambiente.y.comodidad.","X3.2.Las.veces.que.visitas.una.cafetería..Qué.aspectos.valoras.más.al.elegir.una.cafetería...Ubicación.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Croissant.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Empanadas.Artesanales.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Ensaladas.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Opciones.libres.de.alergias.","X6.4...Si.respondió.que.NO..pase.a.la.siguiente..Si.Pan.Canela.amplía.su.carta..Qué.tipos.de.productos.te.gustaría.que.incorpore...Colaciones..","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Café..","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Repostería.","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Productos.salados.","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Jugos.bebidas.frías.","X3.1..Qué.tipo.de.producto.consume.con.mayor.frecuencia.a.la.semana...Té.","Puntuación"
2025-10-25 13:05:19.164,"Sí","Constitución","Sí","Todos los días","Sí","3 veces a la semana","Al centro","Descafeinado",NA,"Más de $20.000","No","Indiferente","Sí",NA,"Sí","Pizza y Sándwich","Servicio con mesas dentro y fuera del local",NA,NA,"34.0","Femenino","1.000.001 - $1.999.990","Sí","2 veces",NA,"Relajarse /disfrutar del ambiente","Recomendaciones",NA,"Muy Bajo","Alto","Alto","Muy alto","Muy alto","Me interesa","Indiferente","Me interesa","Indiferente","Indiferente","Consumo diariamente","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)",0
2025-10-25 13:55:49.027,"Sí","Visitante","Sí","3 veces por semana","Sí","1 vez a la semana","Al centro","Latte",NA,"Menos de $5.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.0","Femenino","$500.001 - $800.000","No","Nunca",NA,"Relajarse /disfrutar del ambiente","Precio y promociones",NA,"Medio","Alto","Alto","Medio","Medio",NA,NA,NA,NA,NA,"Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo diariamente","Consumo diariamente",0
2025-10-25 14:15:04.111,"Sí","Visitante","Sí","2 veces por semana","Sí","1 vez a la semana","Al centro","Descafeinado",NA,"$ 15.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"39.0","Femenino","Prefiero no decirlo","Sí","2 veces",NA,"Relajarse /disfrutar del ambiente","Recomendaciones",NA,"Medio","Alto","Alto","Alto","Medio","Me interesa","Me interesa","Me interesa","Me interesa","Me interesa","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo diariamente",0
2025-10-25 14:33:49.332,"Sí","Constitución","Sí","Todos los días","Sí","5.0","Al centro","Cortado",NA,"$ 10.000","Sí","Indiferente","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"52.0","Femenino","Más de $2.000.000","Sí","4 veces",NA,"Relajarse /disfrutar del ambiente","Recomendaciones",NA,"Medio","Alto","Alto","Alto","Alto","Me interesa","Indiferente","Me interesa","Me interesa","Indiferente","Consumo diariamente","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","No consumo","Consumo poco (1-2 veces)",0
2025-10-25 14:56:56.914,"Sí","Constitución","Sí","2 veces por semana","Sí","2 veces a la semana","Al centro","americano",NA,"$ 15.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales)","Ambos formatos",NA,NA,"18.0","Femenino","Menos de $500.000","Sí","4 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Muy alto","Muy alto","Muy alto","Muy alto","Muy alto","Me interesa","Me interesa","Me interesa","Indiferente","Me interesa","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo poco (1-2 veces)",0
2025-10-25 15:16:14.421,"Sí","Constitución","Sí","2 veces por semana","Sí","1 vez a la semana","Al centro","Espresso",NA,"$ 10.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Servicio con mesas dentro y fuera del local",NA,NA,"34.0","Femenino","$500.001 - $800.000","Sí","1 vez",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Alto","Alto","Alto","Alto","Alto","Me interesa","Indiferente","Me interesa","Me interesa","Me interesa","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)",0
2025-10-25 15:16:28.413,"Sí","Constitución","Sí","Todos los días","Sí","3 veces a la semana","Al centro","Filtrado",NA,"$ 10.000","Sí","Indiferente","Indiferente",NA,"Indiferente",NA,NA,NA,NA,"31.0","Otro","1.000.001 - $1.999.990","Sí","1 vez",NA,"Probar productos","Recomendaciones",NA,"Medio","Alto","Alto","Alto","Bajo","Indiferente","Indiferente","Indiferente","Indiferente","Indiferente","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)",0
2025-10-25 15:33:16.279,"Sí","Visitante","Sí","1 vez por semana","Sí","1 vez a la semana","Al centro","Capuccino",NA,"$ 10.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.0","Femenino","Menos de $500.000","No",NA,NA,"Relajarse /disfrutar del ambiente","Redes sociales",NA,"Alto","Alto","Alto","Muy alto","Medio",NA,NA,NA,NA,NA,"Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo diariamente","Consumo mucho (3-4 veces)",0
2025-10-25 15:36:02.3,"Sí","Visitante","Sí","Todos los días","Sí","2 veces a la semana","Cerca de mi hogar","Moca",NA,"$ 10.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Snacks para llevar, Pizza y Sándwich","Servicio rápidos para llevar",NA,NA,"23.0","Femenino","Menos de $500.000","Sí","1 vez",NA,"Relajarse /disfrutar del ambiente","Redes sociales",NA,"Medio","Alto","Alto","Alto","Alto","Me interesa","Me interesa","Me interesa","Me interesa","Me interesa","Consumo diariamente","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","No consumo","Consumo diariamente",0
2025-10-25 15:41:25.39,"Sí","Visitante","Sí","3 veces por semana","Sí","1 vez cada dos o tres meses","Al centro","Instantáneo",NA,"$ 10.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.0","Masculino","$500.001 - $800.000","No","0.0",NA,"Probar productos","Recomendaciones",NA,"Alto","Alto","Bajo","Medio","Medio",NA,NA,NA,NA,NA,"Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)",0
2025-10-25 16:22:47.638,"Sí","Visitante","Sí","Todos los días","Sí","Una vez al mes","Al centro","Espresso",NA,"Depende si voy sola o acompañada",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.0","Femenino","Menos de $500.000","No","Nunca",NA,"Probar productos","Recomendaciones",NA,"Alto","Alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","No consumo","No consumo","Consumo mucho (3-4 veces)",0
2025-10-25 16:34:00.601,"Sí","Visitante","Sí","Todos los días","Sí","1 vez al año","Al centro","Cafeinaaaaaaaaa",NA,"Menos de $5.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"34.0","Masculino","Prefiero no decirlo","Sí","8.0",NA,"Relajarse /disfrutar del ambiente","Cercanía o ubicación",NA,"Muy alto","Muy alto","Muy alto","Muy alto","Medio","Me interesa","Me interesa","Me interesa","Me interesa","Me interesa","Consumo diariamente","Consumo mucho (3-4 veces)","No consumo","No consumo","Consumo poco (1-2 veces)",0
2025-10-25 16:46:05.679,"Sí","Constitución","Sí","Todos los días","Sí","Rara vez","Al centro","Espresso",NA,"$ 10.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.0","Masculino","Menos de $500.000","No","1 vez",NA,"Relajarse /disfrutar del ambiente","Recomendaciones",NA,"Muy alto","Muy alto","Alto","Alto","Medio",NA,NA,NA,NA,NA,"Consumo diariamente","No consumo","Consumo diariamente","Consumo poco (1-2 veces)","Consumo diariamente",0
2025-10-25 16:47:29.28,"Sí","Constitución","Sí","Todos los días","Sí","3 veces a la semana","Al centro","Espresso",NA,"$ 10.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Pizza y Sándwich","Servicio rápidos para llevar",NA,NA,"25.0","Femenino","$800.001 - $1.000.000","Sí","2 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Alto","Muy alto","Muy alto","Muy alto","Alto","Me interesa","Indiferente","Indiferente","Indiferente","Me interesa","Consumo diariamente","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo diariamente","No consumo",0
2025-10-25 16:47:38.667,"Sí","Constitución","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Capuccino",NA,"$ 10.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Snacks para llevar, Pizza y Sándwich","Ambos formatos",NA,NA,"30.0","Femenino","Prefiero no decirlo","Sí","4 veces",NA,"Relajarse /disfrutar del ambiente","Recomendaciones",NA,"Medio","Alto","Medio","Alto","Bajo","Me interesa","Me interesa","Me interesa","Me interesa","Me interesa","Consumo diariamente","Consumo poco (1-2 veces)","Consumo diariamente","Consumo poco (1-2 veces)","Consumo diariamente",0
2025-10-25 16:48:07.177,"Sí","Constitución","Sí","3 veces por semana","Sí","1 vez a la semana","Al centro","Cafe instantáneo",NA,"$ 10.000","Sí","No","Sí",NA,"Sí","Pizza y Sándwich","Servicio con mesas dentro y fuera del local",NA,NA,"41.0","Femenino","1.000.001 - $1.999.990","Sí","3 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Bajo","Alto","Alto","Medio","Medio","Me interesa","Me interesa","Me interesa","Indiferente","No me interesa","Consumo diariamente","No consumo","No consumo","Consumo poco (1-2 veces)","Consumo diariamente",0
2025-10-25 16:48:17.132,"Sí","Constitución","Sí","Todos los días","Sí","2 veces a la semana","Al centro","Espresso",NA,"$ 10.000","Sí","Indiferente","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Snacks para llevar, Pizza y Sándwich","Ambos formatos",NA,NA,"38.0","Femenino","1.000.001 - $1.999.990","Sí","4 veces",NA,"Relajarse /disfrutar del ambiente","Probar nuevas opciones",NA,"Medio","Muy alto","Alto","Alto","Alto","Me interesa","No me interesa","Me interesa","No me interesa","No me interesa","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)",0
2025-10-25 18:03:36.353,"Sí","Visitante","Sí","Todos los días","Sí","2 veces a la semana","Al centro","Filtrado",NA,"Menos de $5.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.0","Masculino","$800.001 - $1.000.000","No","0.0",NA,"Probar productos","Precio y promociones",NA,"Muy alto","Muy alto","Muy alto","Muy alto","Bajo",NA,NA,NA,NA,NA,"Consumo diariamente","No consumo","Consumo mucho (3-4 veces)","Consumo diariamente","Consumo poco (1-2 veces)",0
2025-10-25 18:25:04.938,"Sí","Visitante","Sí","3 veces por semana","No","1 vez a la semana","Al centro","Espresso",NA,"Menos de $5.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.0","Masculino","Menos de $500.000","No","1 vez",NA,"Probar productos","Redes sociales",NA,"Bajo","Alto","Medio","Medio","Bajo",NA,NA,NA,NA,NA,"Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","No consumo","Consumo poco (1-2 veces)",0
2025-10-25 22:03:26.262,"Sí","Visitante","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Nescafé tradición",NA,"$ 10.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Snacks para llevar, Pizza y Sándwich","Ambos formatos",NA,NA,"57 años","Femenino","$500.001 - $800.000","Sí","2 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Muy Bajo","Alto","Alto","Alto","Medio","Me interesa","Me interesa","Me interesa","Me interesa","Me interesa","Consumo diariamente","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo diariamente","Consumo poco (1-2 veces)",0
2025-10-25 22:35:42.277,"Sí","Visitante","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Latte",NA,"Más de $20.000","Sí","Indiferente","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Snacks para llevar, Pizza y Sándwich","Ambos formatos",NA,NA,"23.0","Masculino","Prefiero no decirlo","Sí","1 vez",NA,"Pasar tiempo con mi prometida","Cercanía o ubicación",NA,"Alto","Muy alto","Muy alto","Muy alto","Muy alto","Me interesa","Me interesa","Me interesa","Me interesa","Me interesa","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)",0
2025-10-25 23:04:40.709,"Sí","Visitante","No","No consumó café pero mi pareja consume 2 veces cada dia","Sí","3 veces a la semana","En la universidad","El consume café soluble liofilizado",NA,"Menos de $5.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.0","Femenino","Prefiero no decirlo","No","No lo conozco",NA,"Necesidad de consumir algo al olvidarme de llevar yo algo","Cercanía o ubicación",NA,"Alto","Medio","Alto","Alto","Alto",NA,NA,NA,NA,NA,"No consumo","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)",0
2025-10-26 00:39:28.596,"Sí","Constitución","Sí","2 veces por semana","Sí","1 vez a la semana","Cerca de la playa","Espresso",NA,"$ 15.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales)","Ambos formatos",NA,NA,"26.0","Masculino","Más de $2.000.000","Sí","2 veces",NA,"Relajarse /disfrutar del ambiente","Precio y promociones",NA,"Medio","Alto","Alto","Alto","Alto","Indiferente","Indiferente","Me interesa","Me interesa","Me interesa","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)",0
2025-10-27 20:34:13.158,"Sí","Visitante","Sí","1 vez por semana","Sí","1 vez a la semana","Al centro","Capuccino",NA,"$ 10.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"23.0","Femenino","Menos de $500.000","Sí","1 vez",NA,"Compartir con amigos/familia","Redes sociales",NA,"Alto","Muy alto","Muy alto","Muy alto","Alto","No me interesa","Me interesa","Me interesa","No me interesa","No me interesa","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo diariamente","No consumo",0
2025-10-27 20:35:39.23,"Sí","Constitución","Sí","2 veces por semana","Sí","3 veces a la semana","Al centro","Moca",NA,"Más de $20.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos","Ambos formatos",NA,NA,"45.0","Femenino","Más de $2.000.000","Sí","Todos los días",NA,"Compartir con amigos/familia","Redes sociales",NA,"Alto","Muy alto","Muy alto","Muy alto","Medio","Me interesa","Me interesa","Me interesa","Indiferente","No me interesa","Consumo diariamente","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo diariamente",0
2025-10-27 21:14:33.578,"Sí","Constitución","Sí","Todos los días","Sí","2 veces a la semana","Al centro","Espresso",NA,"$ 10.000","Sí","No","Indiferente",NA,"Indiferente","Bebidas frías (Frappés, smoothies, jugos naturales), Snacks para llevar, Pizza y Sándwich","Ambos formatos",NA,NA,"39.0","Femenino","1.000.001 - $1.999.990","Sí","Más de 7 veces",NA,"Relajarse /disfrutar del ambiente","Cercanía o ubicación",NA,"Medio","Alto","Alto","Alto","Alto","Me interesa","Indiferente","No me interesa","Me interesa","Me interesa","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)",0
2025-10-27 21:18:55.945,"Sí","Constitución","Sí","Todos los días","Sí","2 veces a la semana","Al centro","Nescafé",NA,"Menos de $5.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Ambos formatos",NA,NA,"30.0","Femenino","$800.001 - $1.000.000","Sí","4 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Medio","Alto","Alto","Alto","Alto","Me interesa","Indiferente","Me interesa","Indiferente","Me interesa","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","No consumo","Consumo poco (1-2 veces)",0
2025-10-27 21:23:36.406,"Sí","Constitución","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Capuccino",NA,"$ 10.000","Sí","No","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Snacks para llevar, Pizza y Sándwich","Ambos formatos",NA,NA,"30.0","Prefiero no decirlo","Menos de $500.000","Sí","1 vez",NA,"Relajarse /disfrutar del ambiente","Recomendaciones",NA,"Alto","Alto","Alto","Alto","Alto","No me interesa","No me interesa","No me interesa","Me interesa","No me interesa","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","No consumo",0
2025-10-27 21:45:53.258,"Sí","Constitución","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Instantáneo",NA,"$ 10.000","No","No","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Pizza y Sándwich","Servicio con mesas dentro y fuera del local",NA,NA,"45.0","Femenino","1.000.001 - $1.999.990","Sí","3 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Medio","Alto","Alto","Alto","Alto","Me interesa","Me interesa","Me interesa","Indiferente","Me interesa","Consumo diariamente","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo diariamente",0
2025-10-27 22:00:19.332,"Sí","Constitución","Sí","Todos los días","Sí","2 veces a la semana","Al centro","Espresso",NA,"$ 15.000","Sí","Sí","Sí",NA,"Sí","Snacks para llevar","Ambos formatos",NA,NA,"34.0","Femenino","$500.001 - $800.000","Sí","2 veces",NA,"Probar productos","Recomendaciones",NA,"Medio","Alto","Alto","Alto","Alto","Indiferente","Indiferente","Me interesa","Me interesa","Indiferente","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","No consumo","Consumo mucho (3-4 veces)",0
2025-10-27 22:05:30.738,"Sí","Constitución","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Moca",NA,"Menos de $5.000","Sí","Sí","Sí",NA,"No","Bebidas frías (Frappés, smoothies, jugos naturales), Pizza y Sándwich","Ambos formatos",NA,NA,"33.0","Femenino","Menos de $500.000","Sí","4 veces",NA,"Todos","Recomendaciones",NA,"Muy alto","Muy alto","Muy alto","Muy alto","Muy alto","Me interesa","Me interesa","Me interesa","Me interesa","No me interesa","Consumo diariamente","Consumo diariamente","Consumo diariamente","Consumo diariamente","Consumo diariamente",0
2025-10-28 12:02:10.852,"Sí","Visitante","Sí","3 veces por semana","Sí","1 vez a la semana","Al centro","Descafeinado",NA,"$ 10.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.0","Femenino","$500.001 - $800.000","No","No la conozco",NA,"Relajarse /disfrutar del ambiente","Cercanía o ubicación",NA,"Medio","Alto","Alto","Alto","Alto",NA,NA,NA,NA,NA,"Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)",0
2025-10-28 13:23:05.338,"Sí","Visitante","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Capuccino",NA,"$ 15.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Snacks para llevar, Pizza y Sándwich","Ambos formatos",NA,NA,"23.0","Femenino","Menos de $500.000","Sí","2 veces",NA,"Compartir con amigos/familia","Redes sociales",NA,"Alto","Muy alto","Alto","Muy alto","Muy alto","Me interesa","Indiferente","Indiferente","Indiferente","Me interesa","Consumo diariamente","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo diariamente",0
2025-10-28 13:32:43.101,"Sí","Visitante","Sí","1 vez por semana","Sí","1 vez a la semana","Al centro","Capuccino",NA,"$ 10.000","Sí","Sí","Sí",NA,"Sí","Helados y postres fríos","Ambos formatos",NA,NA,"45.0","Masculino","1.000.001 - $1.999.990","Sí","2 veces",NA,"Compartir con amigos/familia","Recomendaciones",NA,"Medio","Alto","Alto","Alto","Alto","Me interesa","Me interesa","Indiferente","Me interesa","Indiferente","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)",0
2025-10-28 14:12:13.573,"Sí","Constitución","Sí","3 veces por semana","Sí","1 vez a la semana","Al centro","Moca",NA,"$ 10.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.0","Femenino","Menos de $500.000","No","0.0",NA,"Relajarse /disfrutar del ambiente","Redes sociales",NA,"Medio","Alto","Alto","Alto","Muy alto",NA,NA,NA,NA,NA,"Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo mucho (3-4 veces)","No consumo",0
2025-10-28 15:45:04.1,"Sí","Visitante","Sí","Todos los días","Sí","1 vez a la semana","Al centro","Espresso",NA,"$ 15.000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.0","Femenino","$500.001 - $800.000","No","Aun no",NA,"Compartir con amigos/familia","Redes sociales",NA,"Medio","Alto","Alto","Alto","Bajo",NA,NA,NA,NA,NA,"Consumo mucho (3-4 veces)","No consumo","Consumo poco (1-2 veces)","No consumo","Consumo poco (1-2 veces)",0
2025-10-28 19:04:44.169,"Sí","Constitución","Sí","Todos los días","Sí","3 veces a la semana","Al centro","Capuccino",NA,"$ 10.000","Sí","Sí","Sí",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Snacks para llevar, Pizza y Sándwich","Ambos formatos",NA,NA,"30.0","Femenino","$500.001 - $800.000","Sí","4 veces",NA,"Compartir con amigos/familia","Redes sociales",NA,"Medio","Muy alto","Muy alto","Muy alto","Medio","Indiferente","Indiferente","Me interesa","Me interesa","Me interesa","Consumo diariamente","Consumo poco (1-2 veces)","Consumo mucho (3-4 veces)","Consumo poco (1-2 veces)","Consumo poco (1-2 veces)",0
2025-10-28 19:05:04.342,"Sí","Constitución","No","Nunca","Sí","1 vez a la semana","Al centro","No tomo",NA,"$ 10.000","Sí","No","Indiferente",NA,"Sí","Bebidas frías (Frappés, smoothies, jugos naturales), Helados y postres fríos, Snacks para llevar, Pizza y Sándwich","Ambos formatos",NA,NA,"28.0","Femenino","$800.001 - $1.000.000","Sí","3 veces",NA,"Relajarse /disfrutar del ambiente","Recomendaciones",NA,"Medio","Alto","Alto","Alto","Alto","Me interesa","Me interesa","Me interesa","Me interesa","Indiferente","No consumo","Consumo poco (1-2 veces)","Consumo diariamente","Consumo mucho (3-4 veces)","Consumo diariamente",0
